teamID,name,sail,tag,owner,color,model,posixStartTime
1245,Julianna,60361,Cruising 2/All Cruising,Timothy Klaff,F0E68C,Beneteau 361,1373659200
142,Karma,55367,Beneteau 36.7/Mackinac Cup,Lou Sandoval,5F9EA0,Beneteau 36.7,1373734800
1151,Kashmir,12,J111/C-M Trophy,Mike Mayer,FF8C00,J111,1373737800
268,Kutty's Ark,6710,Section 08/Mackinac Cup,George Morrissey,D2691E,Pearson 36,1373731800
138,La Tempete,51146,Beneteau 40.7/C-M Trophy,Tom Weber,CD5C5C,Beneteau 40.7,1373736600
221,Lucky Dubie,72,J111/C-M Trophy,Len Siegal,8A2BE2,J111,1373737800
712,Lugnuts,52891,Cruising 1/All Cruising,Tom Dickson,DDA0DD,Najad 405,1373659800
632,M*A*S*H,412,T10/Mackinac Cup,Ron Kallen,FFFACD,LS 10,1373732400
197,Main Street,50048,Section 02/C-M Trophy,William F Schanen III,FF69B4,J145,1373739000
1334,Margaritaville,50694,Cruising 2/All Cruising,Greg Gills,7FFFD4,Pearson 33,1373659200
226,Maskwa,11508,Section 05/C-M Trophy,Donald P Waller,FF6347,C&C 115,1373736000
184,Measure for Measure,53026,Section 07/Mackinac Cup,Brian Tobin,DC143C,Morgan 36 Nelson-Marek,1373733000
343,Mirage,32611,Cruising 1/All Cruising,John Boyle,FFA500,Beneteau 42,1373659800
928,Mise En Place,76,Cruising 2/All Cruising,Paul Thompson,FFEFD5,Beneteau Oceanis 381,1373659200
231,Misty,602,J111/C-M Trophy,Thomas L. McIntosh,A0522D,J111,1373737800
283,Mojo,404,Beneteau 40.7/C-M Trophy,Gary Powell,BA55D3,Beneteau 40.7,1373736600
1062,Mrs Jones,50399,Section 04/C-M Trophy,Michael Jones,98FB98,Mumm 36,1373737200
638,Mutiny,311,T10/Mackinac Cup,John Schellenbach,1E90FF,Tartan 10,1373732400
65,Mystery,4151,Section 08/Mackinac Cup,Clark Carruthers,9ACD32,C&C 35 Mk1,1373731800
960,Nana,5260,Section 08/Mackinac Cup,William McCaffrey,6495ED,Ericson 39,1373731800
261,Night Hawk,24,J111/C-M Trophy,Steve Dabrowski,DDA0DD,J111,1373737800
1359,Norboy,40036,Section 02/C-M Trophy,Martin P Sutter,7CFC00,Farr 40 1D MH,1373739000
831,Och!,50785,Doublehanded,Brendon Docherty,ADFF2F,J105,1373731200
428,Odyssey,11677,Section 08/Mackinac Cup,David Bohl,8FBC8F,Tartan 34C,1373731800
193,On Edge,43535,Level35/Mackinac Cup,Steve Dorfman,D8BFD8,Thomas 35,1373735400
291,Pinball Wizard,38008,Section 02/C-M Trophy,Les Ziolkowski,FFEFD5,Farr 49,1373739000
651,Princess M,52797,Cruising 1/All Cruising,Carl Chaleff,B0C4DE,Moody 54,1373659800
790,Quick Silver,33547,Section 05/C-M Trophy,Gintaras Karaitis,5F9EA0,Schock 41,1373736000
280,Radiance,51541,Section 06/Mackinac Cup,Benjamin L White,D2B48C,Farr 38,1373734200
200,Rainbows End,26340,T10/Mackinac Cup,Steven J Fink,A9A9A9,Tartan 10,1373732400
272,Realt Na Mara,141,J109/C-M Trophy,Joe Londrigan,008B8B,J109,1373736600
133,Relentless,56565,Section 02/C-M Trophy,Mark Hagan,F0E68C,Schock 40,1373739000
137,Runaway,52337,Section 05/C-M Trophy,Thomas Gorey,B0E0E6,Elan 40,1373736000
177,Rush,6204,Section 06/Mackinac Cup,Jeff Alisch,FAFAD2,Nelson Marek 36,1373734200
1345,Sapphire,60429,Cruising 2/All Cruising,Thomas Dunning,7FFFD4,Hunter 41DS,1373659200
162,Scout,2615,Section 03/C-M Trophy,Dorsey Ruley,F0E68C,Sydney 41,1373738400
1152,Shearwater,32478,Level35/Mackinac Cup,Thomas Anthony,5F9EA0,J35,1373735400
707,Slapshot,124,J109/C-M Trophy,Scott Sims,FF8C00,J109,1373736600
1187,Soulshine,60310,Beneteau 36.7/Mackinac Cup,Jarrett Altmin,D2691E,Beneteau 36.7,1373734800
9,Spanker,51196,Beneteau 40.7/C-M Trophy,Dennis J McDonnell,CD5C5C,Beneteau 40.7,1373736600
192,St. Francis,51651,Section 03/C-M Trophy,Jairo B Cruz,8A2BE2,X-482,1373738400
183,Surface Tension,64986,Section 04/C-M Trophy,Jeffery S Shaefer,DDA0DD,Nelson Marek 36,1373737200
727,Swiftsure,40888,Section 02/C-M Trophy,Ronald Ehlert,FFFACD,Nelson Marek 50 IOR,1373739000
119,Temerity,404,T10/Mackinac Cup,Doug Baker,FF69B4,Tartan 10,1373732400
4,Tenacity,54951,Section 07/Mackinac Cup,Richard O'Connell,7FFFD4,Olson 34,1373733000
1080,Tequila Mockingbird,235,Beneteau 36.7/Mackinac Cup,Chris Duhon,FF6347,Beneteau 36.7,1373734800
947,TFWB Relentless,43729,Doublehanded,George Petritz,DC143C,J29,1373731200
260,The Asylum,673,J105/Mackinac Cup,Jon Weglarz,FFA500,J105,1373733600
751,The Jabberwock,51864,Cruising 2/All Cruising,Kevin Geiser,FFEFD5,Tartan 3700,1373659200
1211,Tide The Knot,52845,Section 06/Mackinac Cup,Robert Metzen,A0522D,Jeanneau SunFast 35,1373734200
131,Timberwolf,50288,Section 04/C-M Trophy,Terence McMahon,BA55D3,Mumm 36,1373737200
207,Tried & True,52500,Beneteau 36.7/Mackinac Cup,Robert K Foley,98FB98,Beneteau 36.7,1373734800
583,Trinity,271,J105/Mackinac Cup,Thomas O'Grady,1E90FF,J105,1373733600
1338,Truant,40202,Section 08/Mackinac Cup,Walter Kawula,9ACD32,S2 9.1,1373731800
39,Twisted,32998,Section 05/C-M Trophy,William H Darbee,6495ED,JN40,1373736000
155,Viper,42017,Section 08/Mackinac Cup,F. William Laslow,DDA0DD,Hunter 35 WK,1373731800
81,Wave Dancer,33912,Section 08/Mackinac Cup,Michael Sklar,7CFC00,Saber 36,1373731800
1229,White Knuckles,32,Cruising 2/All Cruising,David Gray,ADFF2F,Ericson 36C,1373659200
50,Windrush,51672,Section 04/C-M Trophy,George S Hender,8FBC8F,J46 Shoal Draft,1373737200
837,Windshadow,416,J105/Mackinac Cup,Jim Murphy,D8BFD8,J105,1373733600
342,Winnebago,26300,T10/Mackinac Cup,Gerald H Thomas,FFEFD5,Tartan 10,1373732400
169,Witch-Craft,26317,T10/Mackinac Cup,James Webb,B0C4DE,Tartan 10,1373732400
216,Amateur II,15630,Doublehanded,William Fagerstrom,FFFACD,Tartan 10,1373731200
615,Archimedes II,52312,Section 05/C-M Trophy,Joe Hummel,5F9EA0,C&C 110,1373736000
1243,Bifrost,51738,Cruising 1/All Cruising,Chuck Perkins,D8BFD8,C&C 99 DK Masthead,1373659800
324,Big Storm,70,Multihull,James B Frederick,FFEFD5,Corsair F-28,1373739600
780,Blue Chip,50839,Cruising 2/All Cruising,Ulrich Noorman,DC143C,Mariner 36,1373659200
326,Bramble,41812,Section 05/C-M Trophy,Bruce E Rohrer,F0E68C,Frers 41,1373736000
270,Bravo,42330,Section 05/C-M Trophy,Thomas J Dekker,D2B48C,Taylor 40,1373736000
1370,Cheeky,24,Multihull,Rick Warner,B0E0E6,F-31 Modified,1373739600
1195,Club Lunasea,52704,Cruising 2/All Cruising,Thomas Dickinson,98FB98,Hunter 34,1373659200
575,Confluence,52605,Cruising 1/All Cruising,Todd Freese,A0522D,Beneteau 423 Deep Keel,1373659800
1227,Cynthia,6869,Section 08/Mackinac Cup,Andrew  Grootendorst,B0C4DE,Morgan 41,1373731800
124,Dandelion,20442,Section 07/Mackinac Cup,Tom Jacobs,7FFFD4,Heritage 37,1373733000
1172,Endeavour,52974,Cruising 2/All Cruising,Matthew Gallagher,FF6347,Beneteau 37,1373659200
536,Equation,323,Turbo/C-M Trophy,Bill Alcott,7FFFD4,STP Farr 65,1373740800
249,Evolution,70,Section 01/C-M Trophy,Pete Reichelsdorfer,8A2BE2,Santa Cruz 70,1373740200
1347,Fineline,46892,Section 02/C-M Trophy,Jeff Hoswell,9ACD32,Nelson Marek 46,1373739000
1348,Forte Sea,60201,Cruising 1/All Cruising,Gregory Golabek,FFA500,Hylas 46,1373659800
600,Friendly Confines,52637,Cruising 1/All Cruising,Bob O'Brien,DDA0DD,Hunter 375 WK,1373659800
224,Grytviken,30509,T10/Mackinac Cup,Piotr Madrzyk,ADFF2F,Tartan 10,1373732400
195,Hot Lips,40027,Section 02/C-M Trophy,Christopher Whitford,A9A9A9,Farr 40 1D MH,1373739000
1116,It's Prime Time,52058,Multihull,Orin Meyers,F0E68C,Corsair 36,1373739600
147,Jason,39536,Section 03/C-M Trophy,Edward Cohen,7CFC00,Farr 395,1373738400
1285,Joie De Vie,119,Beneteau 36.7/Mackinac Cup,Randy Hastings,008B8B,Beneteau 36.7,1373734800
1249,Joint Venture,37731,Cruising 1/All Cruising,Dave Bush,6495ED,Hunter 37wk,1373659800
569,Karizmaddie,50662,Section 08/Mackinac Cup,Patrick Reynolds,8FBC8F,Catalina 320,1373731800
1052,La Vieve,60174,Cruising 2/All Cruising,Byron Higgins,1E90FF,Tartan 37,1373659200
310,Momentus,361,J109/C-M Trophy,Kevin Saedi,FF8C00,J109,1373736600
467,Nelda Ray,009,Multihull,Peter Pattullo,5F9EA0,F-33R,1373739600
1132,Nimbus,51967,Section 07/Cruising 2/All Cruising,Thomas Peeters,FF69B4,O'Day 39 Masthead Sloop,1373659200
160,Northstar,246,J109/C-M Trophy,David C Gustman,BA55D3,J109,1373736600
1272,Out of the Blue,345,T10/Mackinac Cup,Jeffery Cross,D2691E,Tartan 10,1373732400
867,Paradigm Shift,25578,Section 05/C-M Trophy,Dave Dickerson,FAFAD2,C&C 115,1373736000
1166,Patriot,381,Cruising 2/All Cruising,Laura Studders,DDA0DD,Tartan 34,1373659200
87,Pendragon,40037,Section 02/C-M Trophy,Scott Jackman,FFEFD5,Farr 40 1D MH,1373739000
1059,Ratty,26327,T10/Mackinac Cup,David Brezina,CD5C5C,Tartan 10,1373732400
551,Renegade,26,Section 03/C-M Trophy,Thomas Papoutsis,FFFACD,J133,1373738400
1363,Rocking Horse,444,J105/Mackinac Cup,Sandy Curtiss,5F9EA0,J105,1373733600
562,Sea Raider,51395,Doublehanded,Dirk Kruger,D8BFD8,C&C 110,1373731200
172,Sealark,349,J105/Mackinac Cup,Clark Pellett,FFEFD5,J105,1373733600
135,Serenity,42234,Cruising 1/All Cruising,Jack Marks,DC143C,Beneteau 42,1373659800
1201,Shoe String,34109,Cruising 1/All Cruising,Jay Grizzell,F0E68C,Olson 34,1373659800
526,Sirocco 3,52488,Section 03/C-M Trophy,Robert Klairmont,D2B48C,J133,1373738400
299,Solution,40025,Section 02/C-M Trophy,William H Francis,B0E0E6,Farr 40,1373739000
164,Spitfire,42252,Section 05/C-M Trophy,James K Hellquist,98FB98,Frank 40,1373736000
1286,Split Decision,69877,Section 06/Mackinac Cup,Bruce Santerre,A0522D,J92,1373734200
1274,Sufficient Reason,52901,Section 04/C-M Trophy,Mitchell Padnos,B0C4DE,J122,1373737200
979,Talisman,482,Section 01/C-M Trophy,Bruce Aikens,7FFFD4,Botin Carkeek 58 Custom,1373740200
24,Tomorrow's Sunshine,260,Cruising 1/All Cruising,John West,FF6347,Catalina 400 MKII WK,1373659800
82,Touch of Grey,32776,Level35/Mackinac Cup,Larry Schell,7FFFD4,J35,1373735400
273,Troubadour,10,Section 04/C-M Trophy,Lawrence Wilhelm,8A2BE2,Dehler 39,1373737200
857,Upgrade,39531,Section 03/C-M Trophy,William Newman,9ACD32,Farr 395,1373738400
211,Whisper,42934,Section 07/Mackinac Cup,Thomas E Barnes,FFA500,Express 34,1373733000
1377,Yanqui,26345,Doublehanded,Brian Parkinson,DDA0DD,Tartan 10,1373731200
1356,Adventure,52188,Beneteau 36.7/Mackinac Cup,Scott Conger,FF6347,Beneteau 36.7,1373734800
108,Caliente,3,Multihull,Michael Steck,D8BFD8,Cris White 44,1373739600
1094,Dark Island,37148,Cruising 1/All Cruising,Tom McInerney,FF8C00,Tartan 3700 CCR,1373659800
51,Das Boot,51457,Beneteau 40.7/C-M Trophy,Jay Muller,B0C4DE,Beneteau 40.7,1373736600
64,Eagle,38006,Section 04/C-M Trophy,Shawn O'Neill,B0E0E6,Sydney 38,1373737200
1297,Eleanor Rigby,808,T10/Mackinac Cup,Rick Reed,F0E68C,Tartan 10,1373732400
1163,Elysium 2,60433,Cruising 2/All Cruising,Frederick Bally,7FFFD4,Tartan 3700,1373659200
179,Fandango,51909,J109/C-M Trophy,Martin Luken III,FFEFD5,J109,1373736600
121,Flyswatter,51170,Beneteau 40.7/C-M Trophy,Mark Pirie,DC143C,Beneteau 40.7,1373736600
565,Full Tilt,249,J109/C-M Trophy,Peter Priede,FFA500,J109,1373736600
19,Gauntlet,18188,Section 05/C-M Trophy,Guy Hiestand,98FB98,Kaufman 44,1373736000
613,Geronimo,50326,Section 05/C-M Trophy,Herb Philbrick,DDA0DD,Super Ray 33,1373736000
1066,Hope,18,Cruising 2/All Cruising,Michael Leland MD,FFFACD,Najad 332,1373659200
1128,Imedi,52725,Turbo/C-M Trophy,Mark Hauf,F0E68C,Transpac 52,1373740800
561,K III,245,J109/C-M Trophy,Irv  Kerbel,1E90FF,J109,1373736600
1354,Liberty 2,25659,Section 04/C-M Trophy,Thomas Blasco,FFEFD5,C&C 115,1373737200
1358,Loki,26665,Cruising 1/All Cruising,William Derrah,8A2BE2,Swan 39,1373659800
782,Maggie Mae,262,Beneteau 36.7/Mackinac Cup,Peter Wright,8FBC8F,Beneteau 36.7,1373734800
981,Nautilus,60474,Section 02/C-M Trophy,Russ Salzman,ADFF2F,Tripp 47,1373739000
279,Painkiller 4,38005,Section 04/C-M Trophy,Alice O Martin,9ACD32,Sydney 38,1373737200
171,Pororoca,77984,Section 01/C-M Trophy,Gene McCarthy,6495ED,Nelson Marek 68,1373740200
112,Providence,6649,Section 08/Mackinac Cup,Greg Miarecki,7FFFD4,Ericson 35 MK II,1373731800
1100,Redhawk,10064,Section 07/Mackinac Cup,Mark Janda,D2B48C,C&C 38,1373733000
853,Retention,410,T10/Mackinac Cup,Mark Croll,FAFAD2,LS 10,1373732400
1289,Roxy,25663,Cruising 1/C-M Trophy/All Cruising,Don Condit,D2691E,Tartan 4000,1373659800
429,Sail Monkey,52249,Beneteau 36.7/Mackinac Cup,William McGuinn,A0522D,Beneteau 36.7,1373734800
1283,Samba,60016,Section 07/Mackinac Cup,Mike Stills,5F9EA0,Beneteau First 30,1373733000
640,Sirocco VI,50134,Section 04/C-M Trophy,William Fanizzo,FF69B4,Mumm 36,1373737200
21,Souvenir,13191,Section 08/Mackinac Cup,Steven M Schiller,A9A9A9,PlasTrend 32,1373731800
1150,Trippwire,7747,Section 02/C-M Trophy,Martin Greydanus,7CFC00,Tripp 47,1373739000
1330,Turning Point,1979,Beneteau 40.7/C-M Trophy,David Hardy,008B8B,Beneteau 40.7,1373736600
689,Unknown Lady²,40655,Section 07/Mackinac Cup,David Ward,5F9EA0,Frers 36,1373733000
1210,Valhalla,384,J105/Mackinac Cup,Michael Newman,CD5C5C,J105,1373733600
543,Vanda III,270,J109/C-M Trophy,Jack Toliver,BA55D3,J109,1373736600
1355,Velocity Girl,932R,Doublehanded,Richard Lett,FF6347,Koopmans 32,1373731200
1367,Wired,40742,Beneteau 40.7/C-M Trophy,Robin Munden,D8BFD8,Beneteau 40.7,1373736600
267,Yellow Mellow,26349,T10/Mackinac Cup,Waldemar Emmerich,FF8C00,Tartan 10,1373732400
944,Zorina,138,Section 08/Mackinac Cup,John Aquino,B0C4DE,Olson 911SE,1373731800
699,Kahuna,15171,Section 08/Mackinac Cup,Loren Thompson,98FB98,S2 9.1,1373731800
1084,Air Affair,60193,Cruising 1/All Cruising,Charles Elbert,A9A9A9,Tartan 3700 CF,1373659800
980,Albatross,60143,Cruising 1/All Cruising,Fernando Assens,F0E68C,Dufour 40,1373659800
1343,Alize,60424,Cruising 1/All Cruising,Blair Jones,B0E0E6,Catalina 400,1373659800
1353,Blue,1717,Section 01/C-M Trophy,Michael Schoendorf,CD5C5C,Riptide 41,1373740200
84,Blue Heaven,42973,Section 06/Mackinac Cup,John Simons,F0E68C,Pearson Sl,1373734200
1246,Captain Blood,42998,Level35/Mackinac Cup,Patrick Nelson,7FFFD4,Schock 35,1373735400
358,Certare,390,J105/Mackinac Cup,Mark Nichols,FAFAD2,J105,1373733600
240,Chance,97503,C-M Trophy,Michael R Brotz,FFA500,Santa Cruz 70,1373740200
1349,Chaos,39503,Section 03/C-M Trophy,Hank Bernbaum,B0C4DE,Farr 395,1373738400
1326,Chateau Ste Michelle,52185,Cruising 2/All Cruising,Kelley Kerns,8FBC8F,Jeanneau 37 Sun Odyssey,1373659200
1213,Chief,33,Section 06/Mackinac Cup,Michael Wolf,8A2BE2,Beneteau 10R,1373734200
210,Defiance,52575,Turbo/C-M Trophy,Dale L Smirl,5F9EA0,Judel-Vrolijk 66,1373740800
1221,Double Time,13,Multihull,Martin Foster,D2691E,Reynolds 33,1373739600
178,Driven 2,271,J109/C-M Trophy,James G Milliken,9ACD32,J109,1373736600
1328,Duck,31642,Section 07/Mackinac Cup,Gordon Graham,98FB98,Yamaha 36,1373733000
1005,Fire Escape,156,Cruising 2/All Cruising,John Dunlevy,BA55D3,Tartan 33,1373659200
1375,FishTales,975,Section 03/C-M Trophy,Mike Fisher,1E90FF,Archambault A40RC,1373738400
70,Free Agent,97350,Level35/Mackinac Cup,Miles DePaepe,FF69B4,Schock 35,1373735400
1361,Gungnir,92,Section 06/Mackinac Cup,Daniel M. Emery,FF8C00,Cayenne 41,1373734200
527,It's Good,41625,Level35/Mackinac Cup,Mitchell Weisman,DDA0DD,Schock 35,1373735400
505,Liberty,124,T10/Mackinac Cup,Ray Douglas,DC143C,Tartan 10,1373732400
165,Mischief,26318,T10/Mackinac Cup,David B Travis,FFEFD5,Tartan 10,1373732400
1247,Nighthawk,25634,Section 05/C-M Trophy,Jan van den Kieboom,6495ED,C&C 115,1373736000
914,Painkiller,93036,Section 04/C-M Trophy,Joel Carroll,FF6347,Mumm 36,1373737200
644,Retriever,42704,Section 06/Mackinac Cup,Matthew Beer,ADFF2F,J33,1373734200
548,Safir III,52918,Doublehanded,Robert E. Radway,7CFC00,Arcona 460,1373731200
1299,Silk,52940,Section 05/C-M Trophy,Judson Brown,7FFFD4,C&C 110,1373736000
44,Sociable,60102,Beneteau 40.7/C-M Trophy,Robert C. Arzbaecher,FFFACD,Beneteau 40.7,1373736600
891,Spar Wars III,212,Section 07/Mackinac Cup,Bruce Hubble,DDA0DD,Olson 30 IB,1373733000
684,Standard Deviation,43851,Section 06/Mackinac Cup,Carl Hanssen,FFEFD5,Tripp 33,1373734200
1333,Striking,60,J105/Mackinac Cup,Michael Tuman,D2B48C,J105,1373733600
516,Ticklish,83238,Section 04/C-M Trophy,Eric  Landman,008B8B,Super Ray 33,1373737200
1231,Tsunami,4215,Section 02/C-M Trophy,Stephen Polk,D8BFD8,Swan 42,1373739000
504,Wellenreiter,39535,Section 03/C-M Trophy,Ronald Schults,A0522D,Farr 395,1373738400
675,ZippyR,37,Section 06/Mackinac Cup,Spencer Thomason,5F9EA0,Beneteau 10R,1373734200
1357,Attitude,25436,J105/Mackinac Cup,Stuart Boekeloo,D2691E,J105,1373733600
323,Bad Dog,40054,Level35/Mackinac Cup,J. Lawerence Taunt,008B8B,J35,1373735400
522,Carrera,52772,Beneteau 36.7/Mackinac Cup,Rod Spearin,FF6347,Beneteau 36.7,1373734800
762,Details,50045,Section 01/C-M Trophy,Lance Smotherman,A9A9A9,Santa Cruz 70,1373740200
238,Impulse,60111,J111/C-M Trophy,George Miz,FFA500,J111,1373737800
749,Jing Bang,411,T10/Mackinac Cup,David Finlay,FFFACD,LS 10,1373732400
890,Lady K,4,Section 06/Mackinac Cup,Mike Stewart,ADFF2F,J110,1373734200
1364,Margaret Rintoul IV,3928,Section 03/C-M Trophy,Amien Carter,9ACD32,Frers 50,1373738400
258,Rover,30328,T10/Mackinac Cup,Ken Colbert,5F9EA0,Tartan 10,1373732400
1324,ScreamingO,32718,Section 04/C-M Trophy,Steve Schick,FF69B4,Olson 40,1373737200
265,Shorthanded,58484,Section 04/C-M Trophy,Robert Hughes,BA55D3,Super Ray 33,1373737200
34,Vytis,104,Section 06/Mackinac Cup,Gytis Petkus,D8BFD8,J105,1373734200
607,Badge,60009,Section 04/C-M Trophy,Daniel Koules,FFEFD5,Beneteau First 40CR,1373737200
214,Buzz,507,J105/Mackinac Cup,Mark Gurney,1E90FF,J105,1373733600
255,Cheap Thrill,32319,T10/Mackinac Cup,Tim Snyder,FF6347,Tartan 10,1373732400
61,Denali^2,84002,Section 01/C-M Trophy,William McKinley,D2691E,Carkeek HPR 40,1373740200
1064,Drumbeat,61137,Section 01/C-M Trophy,Ted Etheridge,5F9EA0,Ker 44,1373740200
18,Liberte',51664,Section 04/C-M Trophy,Tim Gabrielse,CD5C5C,C&C 121,1373737200
149,Sorcerer,52293,Beneteau 36.7/Mackinac Cup,Don Draper,D2B48C,Beneteau 36.7,1373734800
1217,Talisman,26301,T10/Mackinac Cup,Kevin Mehaffey,D8BFD8,Tartan 10,1373732400
157,Thunderbolt,25430,Section 06/Mackinac Cup,Jim Burch,7CFC00,Tripp 33,1373734200
1267,Wooton,89,J111/C-M Trophy,William Smith,8FBC8F,J111,1373737800
1190,As You Wish,60367,Beneteau 36.7/Mackinac Cup,John Heaton,F0E68C,Beneteau 36.7,1373734800
1339,Bulldog,32969,Section 05/C-M Trophy,William Moe,D2691E,Nelson Marek 41,1373736000
98,Edge,4001,Section 03/C-M Trophy,Robert McManus,5F9EA0,J130 SD,1373738400
746,Gaucho,45367,Beneteau 36.7/Mackinac Cup,Mark Bouckaert,FFFACD,Beneteau 36.7,1373734800
854,Good Lookin',123,J105/Mackinac Cup,Dean Walsh,98FB98,J105,1373733600
43,Liberty,51778,Section 05/C-M Trophy,C. David Phelps,008B8B,Dehler 39,1373736000
234,Michela,42492,Section 05/C-M Trophy,Miguel Gambetta,D8BFD8,C&C 372 Deep Keel,1373736000
111,Mosquito,39502,Section 03/C-M Trophy,David Radtke,DC143C,Farr 395,1373738400
239,Perseverance,25439,Section 04/C-M Trophy,Matthew Songer,B0E0E6,J120,1373737200
10,Pterodactyl,617,J105/Mackinac Cup,Mark Symonds,B0C4DE,J105,1373733600
1292,Rowdy,47,J111/C-M Trophy,Richard Witzel,8A2BE2,J111,1373737800
702,Siochail,10380,Section 08/Mackinac Cup,Brian Geraghty,FF6347,C&C 35 MK1,1373731800
1261,Still Messin',52400,Section 03/C-M Trophy,Adam Esselman,FF8C00,J124,1373738400
289,Stripes,25168,Section 01/C-M Trophy,Bill Martin,F0E68C,Santa Cruz 70,1373740200
248,Tyrant,90,J111/C-M Trophy,Donald M Thinschmidt,A9A9A9,J111,1373737800
451,Waco Kid,60121,Doublehanded,Martin R (Randy) Grow,7FFFD4,Jeanneau 3200 Sun Fast,1373731200
1371,WhoDo,48004,Section 01/C-M Trophy,Erik Owen,FF69B4,One Design 48,1373740200
251,Windquest,28686,Turbo/C-M Trophy,Dick DeVos,1E90FF,Max Z86,1373740800
1378,Accipiter,40,Multihull,Mark Cadotte,7FFFD4,F-25c,1373739600
362,Bandit,40016,Section 02/C-M Trophy,Arvid Eiesland,D2B48C,Farr 40 1D MH,1373739000
271,Bozos Circus,32851,Level35/Mackinac Cup,Bruce Metcalf,98FB98,J35,1373735400
710,Cyclone,51804,Section 06/Mackinac Cup,John Madey,5F9EA0,J92,1373734200
1120,Dobiehouse,60116,Section 08/Mackinac Cup,Kevin Lynch,FFA500,Hunter 31,1373731800
163,Eagles Wings,52144,Section 03/C-M Trophy,John J Gottwald,9ACD32,Grand Soleil 44,1373738400
1366,Elektra,26006,Section 07/Mackinac Cup,William Raymoure,FFFACD,Santa Cruz 33,1373733000
1111,Geronimo,711,Section 07/Mackinac Cup,Richard Gravengood,B0E0E6,Irwin 37R,1373733000
678,Houqua,42121,Level35/Mackinac Cup,Jack  Andree,B0C4DE,J35,1373735400
807,Loose Shoes,41715,Doublehanded,Jonathan Jacobs,FF69B4,C&C 35 Mk III,1373731200
956,Nancy Jo,51572,Section 06/Mackinac Cup,Bruce Carter,8FBC8F,C&C 110,1373734200
945,Nirvana,52983,Section 06/Mackinac Cup,David Hoff,F0E68C,Beneteau 10R,1373734200
